orderID,orderDate,requiredDate,shippedDate,shippingStatus,freight,shipperName,productID,productName,categoryName,unitPrice,quantity,discount,netRevenue,customerName,shipCountry
10848,2015-01-23,2015-02-20,2015-01-29,On-Time,38.24,United Package,5,Chef Anton's Gumbo Mix,Condiments,21.35,30,0.0,640.5,Consolidated Holdings,UK
10301,2013-09-09,2013-10-07,2013-09-17,On-Time,45.08,United Package,40,Boston Crab Meat,Seafood,14.7,10,0.0,147,Die Wandernde Kuh,Germany
10301,2013-09-09,2013-10-07,2013-09-17,On-Time,45.08,United Package,56,Gnocchi di nonna Alice,Grains & Cereals,30.4,20,0.0,608,Die Wandernde Kuh,Germany
10312,2013-09-23,2013-10-21,2013-10-03,On-Time,40.26,United Package,75,Rhönbräu Klosterbier,Beverages,6.2,10,0.0,62,Die Wandernde Kuh,Germany
10312,2013-09-23,2013-10-21,2013-10-03,On-Time,40.26,United Package,43,Ipoh Coffee,Beverages,36.8,24,0.0,883.2,Die Wandernde Kuh,Germany
10312,2013-09-23,2013-10-21,2013-10-03,On-Time,40.26,United Package,53,Perth Pasties,Meat & Poultry,26.2,20,0.0,524,Die Wandernde Kuh,Germany
10312,2013-09-23,2013-10-21,2013-10-03,On-Time,40.26,United Package,28,Rössle Sauerkraut,Produce,36.4,4,0.0,145.6,Die Wandernde Kuh,Germany
10348,2013-11-07,2013-12-05,2013-11-15,On-Time,0.78,United Package,23,Tunnbröd,Grains & Cereals,7.2,25,0.0,180,Die Wandernde Kuh,Germany
10348,2013-11-07,2013-12-05,2013-11-15,On-Time,0.78,United Package,1,Chai,Beverages,14.4,15,0.15,183.6,Die Wandernde Kuh,Germany
10356,2013-11-18,2013-12-16,2013-11-27,On-Time,36.71,United Package,69,Gudbrandsdalsost,Dairy Products,28.8,20,0.0,576,Die Wandernde Kuh,Germany
10356,2013-11-18,2013-12-16,2013-11-27,On-Time,36.71,United Package,55,Pâté chinois,Meat & Poultry,19.2,12,0.0,230.4,Die Wandernde Kuh,Germany
10356,2013-11-18,2013-12-16,2013-11-27,On-Time,36.71,United Package,31,Gorgonzola Telino,Dairy Products,10.0,30,0.0,300,Die Wandernde Kuh,Germany
10513,2014-04-22,2014-06-03,2014-04-28,On-Time,105.65,Speedy Express,61,Sirop d'érable,Condiments,28.5,15,0.2,342,Die Wandernde Kuh,Germany
10513,2014-04-22,2014-06-03,2014-04-28,On-Time,105.65,Speedy Express,21,Sir Rodney's Scones,Confections,10.0,40,0.2,320,Die Wandernde Kuh,Germany
10513,2014-04-22,2014-06-03,2014-04-28,On-Time,105.65,Speedy Express,32,Mascarpone Fabioli,Dairy Products,32.0,50,0.2,1280,Die Wandernde Kuh,Germany
10632,2014-08-14,2014-09-11,2014-08-19,On-Time,41.38,Speedy Express,2,Chang,Beverages,19.0,30,0.05,541.5,Die Wandernde Kuh,Germany
10632,2014-08-14,2014-09-11,2014-08-19,On-Time,41.38,Speedy Express,33,Geitost,Dairy Products,2.5,20,0.05,47.5,Die Wandernde Kuh,Germany
10640,2014-08-21,2014-09-18,2014-08-28,On-Time,23.55,Speedy Express,69,Gudbrandsdalsost,Dairy Products,36.0,20,0.25,540,Die Wandernde Kuh,Germany
10640,2014-08-21,2014-09-18,2014-08-28,On-Time,23.55,Speedy Express,70,Outback Lager,Beverages,15.0,15,0.25,168.75,Die Wandernde Kuh,Germany
10651,2014-09-01,2014-09-29,2014-09-11,On-Time,20.6,United Package,22,Gustaf's Knackebröd,Grains & Cereals,21.0,20,0.25,315,Die Wandernde Kuh,Germany
10651,2014-09-01,2014-09-29,2014-09-11,On-Time,20.6,United Package,19,Teatime Chocolate Biscuits,Confections,9.2,12,0.25,82.8,Die Wandernde Kuh,Germany
10668,2014-09-15,2014-10-13,2014-09-23,On-Time,47.22,United Package,31,Gorgonzola Telino,Dairy Products,12.5,8,0.1,90,Die Wandernde Kuh,Germany
10668,2014-09-15,2014-10-13,2014-09-23,On-Time,47.22,United Package,64,Wimmers gute Semmelknödel,Grains & Cereals,33.25,15,0.1,448.88,Die Wandernde Kuh,Germany
10668,2014-09-15,2014-10-13,2014-09-23,On-Time,47.22,United Package,55,Pâté chinois,Meat & Poultry,24.0,4,0.1,86.4,Die Wandernde Kuh,Germany
11046,2015-04-23,2015-05-21,2015-04-24,On-Time,71.64,United Package,35,Steeleye Stout,Beverages,18.0,18,0.05,307.8,Die Wandernde Kuh,Germany
11046,2015-04-23,2015-05-21,2015-04-24,On-Time,71.64,United Package,32,Mascarpone Fabioli,Dairy Products,32.0,15,0.05,456,Die Wandernde Kuh,Germany
11046,2015-04-23,2015-05-21,2015-04-24,On-Time,71.64,United Package,12,Queso Manchego La Pastora,Dairy Products,38.0,20,0.05,722,Die Wandernde Kuh,Germany
10363,2013-11-26,2013-12-24,2013-12-04,On-Time,30.54,Federal Shipping,75,Rhönbräu Klosterbier,Beverages,6.2,12,0.0,74.4,Drachenblut Delikatessen,Germany
10363,2013-11-26,2013-12-24,2013-12-04,On-Time,30.54,Federal Shipping,76,Lakkaliköri,Beverages,14.4,12,0.0,172.8,Drachenblut Delikatessen,Germany
10363,2013-11-26,2013-12-24,2013-12-04,On-Time,30.54,Federal Shipping,31,Gorgonzola Telino,Dairy Products,10.0,20,0.0,200,Drachenblut Delikatessen,Germany
10391,2013-12-23,2014-01-20,2013-12-31,On-Time,5.45,Federal Shipping,13,Konbu,Seafood,4.8,18,0.0,86.4,Drachenblut Delikatessen,Germany
10797,2014-12-25,2015-01-22,2015-01-05,On-Time,33.35,United Package,11,Queso Cabrales,Dairy Products,21.0,20,0.0,420,Drachenblut Delikatessen,Germany
10825,2015-01-09,2015-02-06,2015-01-14,On-Time,79.25,Speedy Express,26,Gumbär Gummibärchen,Confections,31.23,12,0.0,374.76,Drachenblut Delikatessen,Germany
10825,2015-01-09,2015-02-06,2015-01-14,On-Time,79.25,Speedy Express,53,Perth Pasties,Meat & Poultry,32.8,20,0.0,656,Drachenblut Delikatessen,Germany
11036,2015-04-20,2015-05-18,2015-04-22,On-Time,149.47,Federal Shipping,13,Konbu,Seafood,6.0,7,0.0,42,Drachenblut Delikatessen,Germany
11036,2015-04-20,2015-05-18,2015-04-22,On-Time,149.47,Federal Shipping,59,Raclette Courdavault,Dairy Products,55.0,30,0.0,1650,Drachenblut Delikatessen,Germany
11067,2015-05-04,2015-05-18,2015-05-06,On-Time,7.98,United Package,41,Jack's New England Clam Chowder,Seafood,9.65,9,0.0,86.85,Drachenblut Delikatessen,Germany
10311,2013-09-20,2013-10-04,2013-09-26,On-Time,24.69,Federal Shipping,42,Singaporean Hokkien Fried Mee,Grains & Cereals,11.2,6,0.0,67.2,Du monde entier,France
10311,2013-09-20,2013-10-04,2013-09-26,On-Time,24.69,Federal Shipping,69,Gudbrandsdalsost,Dairy Products,28.8,7,0.0,201.6,Du monde entier,France
10609,2014-07-24,2014-08-21,2014-07-30,On-Time,1.85,United Package,1,Chai,Beverages,18.0,3,0.0,54,Du monde entier,France
10609,2014-07-24,2014-08-21,2014-07-30,On-Time,1.85,United Package,10,Ikura,Seafood,31.0,10,0.0,310,Du monde entier,France
10609,2014-07-24,2014-08-21,2014-07-30,On-Time,1.85,United Package,21,Sir Rodney's Scones,Confections,10.0,6,0.0,60,Du monde entier,France
10683,2014-09-26,2014-10-24,2014-10-01,On-Time,4.4,Speedy Express,52,Filo Mix,Grains & Cereals,7.0,9,0.0,63,Du monde entier,France
10890,2015-02-16,2015-03-16,2015-02-18,On-Time,32.76,Speedy Express,41,Jack's New England Clam Chowder,Seafood,9.65,14,0.0,135.1,Du monde entier,France
10890,2015-02-16,2015-03-16,2015-02-18,On-Time,32.76,Speedy Express,34,Sasquatch Ale,Beverages,14.0,10,0.0,140,Du monde entier,France
10890,2015-02-16,2015-03-16,2015-02-18,On-Time,32.76,Speedy Express,17,Alice Mutton,Meat & Poultry,39.0,15,0.0,585,Du monde entier,France
10364,2013-11-26,2014-01-07,2013-12-04,On-Time,71.97,Speedy Express,71,Flotemysost,Dairy Products,17.2,5,0.0,86,Eastern Connection,UK
10364,2013-11-26,2014-01-07,2013-12-04,On-Time,71.97,Speedy Express,69,Gudbrandsdalsost,Dairy Products,28.8,30,0.0,864,Eastern Connection,UK
10400,2014-01-01,2014-01-29,2014-01-16,On-Time,83.93,Federal Shipping,29,Thüringer Rostbratwurst,Meat & Poultry,99.0,21,0.0,2079,Eastern Connection,UK
10400,2014-01-01,2014-01-29,2014-01-16,On-Time,83.93,Federal Shipping,35,Steeleye Stout,Beverages,14.4,35,0.0,504,Eastern Connection,UK
10400,2014-01-01,2014-01-29,2014-01-16,On-Time,83.93,Federal Shipping,49,Maxilaku,Confections,16.0,30,0.0,480,Eastern Connection,UK
10532,2014-05-09,2014-06-06,2014-05-12,On-Time,74.46,Federal Shipping,66,Louisiana Hot Spiced Okra,Condiments,17.0,24,0.0,408,Eastern Connection,UK
10532,2014-05-09,2014-06-06,2014-05-12,On-Time,74.46,Federal Shipping,30,Nord-Ost Matjeshering,Seafood,25.89,15,0.0,388.35,Eastern Connection,UK
10726,2014-11-03,2014-11-17,2014-12-05,Delayed,16.56,Speedy Express,4,Chef Anton's Cajun Seasoning,Condiments,22.0,25,0.0,550,Eastern Connection,UK
10726,2014-11-03,2014-11-17,2014-12-05,Delayed,16.56,Speedy Express,11,Queso Cabrales,Dairy Products,21.0,5,0.0,105,Eastern Connection,UK
10987,2015-03-31,2015-04-28,2015-04-06,On-Time,185.48,Speedy Express,72,Mozzarella di Giovanni,Dairy Products,34.8,20,0.0,696,Eastern Connection,UK
10987,2015-03-31,2015-04-28,2015-04-06,On-Time,185.48,Speedy Express,7,Uncle Bob's Organic Dried Pears,Produce,30.0,60,0.0,1800,Eastern Connection,UK
10987,2015-03-31,2015-04-28,2015-04-06,On-Time,185.48,Speedy Express,43,Ipoh Coffee,Beverages,46.0,6,0.0,276,Eastern Connection,UK
11024,2015-04-15,2015-05-13,2015-04-20,On-Time,74.36,Speedy Express,26,Gumbär Gummibärchen,Confections,31.23,12,0.0,374.76,Eastern Connection,UK
11024,2015-04-15,2015-05-13,2015-04-20,On-Time,74.36,Speedy Express,65,Louisiana Fiery Hot Pepper Sauce,Condiments,21.05,21,0.0,442.05,Eastern Connection,UK
11024,2015-04-15,2015-05-13,2015-04-20,On-Time,74.36,Speedy Express,33,Geitost,Dairy Products,2.5,30,0.0,75,Eastern Connection,UK
11024,2015-04-15,2015-05-13,2015-04-20,On-Time,74.36,Speedy Express,71,Flotemysost,Dairy Products,21.5,50,0.0,1075,Eastern Connection,UK
11047,2015-04-24,2015-05-22,2015-05-01,On-Time,46.62,Federal Shipping,5,Chef Anton's Gumbo Mix,Condiments,21.35,30,0.25,480.38,Eastern Connection,UK
11047,2015-04-24,2015-05-22,2015-05-01,On-Time,46.62,Federal Shipping,1,Chai,Beverages,18.0,25,0.25,337.5,Eastern Connection,UK
11056,2015-04-28,2015-05-12,2015-05-01,On-Time,278.96,United Package,7,Uncle Bob's Organic Dried Pears,Produce,30.0,40,0.0,1200,Eastern Connection,UK
11056,2015-04-28,2015-05-12,2015-05-01,On-Time,278.96,United Package,60,Camembert Pierrot,Dairy Products,34.0,50,0.0,1700,Eastern Connection,UK
11056,2015-04-28,2015-05-12,2015-05-01,On-Time,278.96,United Package,55,Pâté chinois,Meat & Poultry,24.0,35,0.0,840,Eastern Connection,UK
10258,2013-07-17,2013-08-14,2013-07-23,On-Time,140.51,Speedy Express,5,Chef Anton's Gumbo Mix,Condiments,17.0,65,0.2,884,Ernst Handel,Austria
10258,2013-07-17,2013-08-14,2013-07-23,On-Time,140.51,Speedy Express,32,Mascarpone Fabioli,Dairy Products,25.6,6,0.2,122.88,Ernst Handel,Austria
10258,2013-07-17,2013-08-14,2013-07-23,On-Time,140.51,Speedy Express,2,Chang,Beverages,15.2,50,0.2,608,Ernst Handel,Austria
10263,2013-07-23,2013-08-20,2013-07-31,On-Time,146.06,Federal Shipping,74,Longlife Tofu,Produce,8.0,36,0.25,216,Ernst Handel,Austria
10263,2013-07-23,2013-08-20,2013-07-31,On-Time,146.06,Federal Shipping,24,Guarana Fantastica,Beverages,3.6,28,0.0,100.8,Ernst Handel,Austria
10263,2013-07-23,2013-08-20,2013-07-31,On-Time,146.06,Federal Shipping,30,Nord-Ost Matjeshering,Seafood,20.7,60,0.25,931.5,Ernst Handel,Austria
10263,2013-07-23,2013-08-20,2013-07-31,On-Time,146.06,Federal Shipping,16,Pavlova,Confections,13.9,60,0.25,625.5,Ernst Handel,Austria
10351,2013-11-11,2013-12-09,2013-11-20,On-Time,162.33,Speedy Express,44,Gula Malacca,Condiments,15.5,77,0.05,1133.83,Ernst Handel,Austria
10351,2013-11-11,2013-12-09,2013-11-20,On-Time,162.33,Speedy Express,65,Louisiana Fiery Hot Pepper Sauce,Condiments,16.8,10,0.05,159.6,Ernst Handel,Austria
10351,2013-11-11,2013-12-09,2013-11-20,On-Time,162.33,Speedy Express,41,Jack's New England Clam Chowder,Seafood,7.7,13,0.0,100.1,Ernst Handel,Austria
10351,2013-11-11,2013-12-09,2013-11-20,On-Time,162.33,Speedy Express,38,Côte de Blaye,Beverages,210.8,20,0.05,4005.2,Ernst Handel,Austria
10368,2013-11-29,2013-12-27,2013-12-02,On-Time,101.95,United Package,28,Rössle Sauerkraut,Produce,36.4,13,0.1,425.88,Ernst Handel,Austria
10368,2013-11-29,2013-12-27,2013-12-02,On-Time,101.95,United Package,57,Ravioli Angelo,Grains & Cereals,15.6,25,0.0,390,Ernst Handel,Austria
10368,2013-11-29,2013-12-27,2013-12-02,On-Time,101.95,United Package,64,Wimmers gute Semmelknödel,Grains & Cereals,26.6,35,0.1,837.9,Ernst Handel,Austria
10368,2013-11-29,2013-12-27,2013-12-02,On-Time,101.95,United Package,21,Sir Rodney's Scones,Confections,8.0,5,0.1,36,Ernst Handel,Austria
10382,2013-12-13,2014-01-10,2013-12-16,On-Time,94.77,Speedy Express,29,Thüringer Rostbratwurst,Meat & Poultry,99.0,14,0.0,1386,Ernst Handel,Austria
10382,2013-12-13,2014-01-10,2013-12-16,On-Time,94.77,Speedy Express,5,Chef Anton's Gumbo Mix,Condiments,17.0,32,0.0,544,Ernst Handel,Austria
10382,2013-12-13,2014-01-10,2013-12-16,On-Time,94.77,Speedy Express,18,Carnarvon Tigers,Seafood,50.0,9,0.0,450,Ernst Handel,Austria
10382,2013-12-13,2014-01-10,2013-12-16,On-Time,94.77,Speedy Express,33,Geitost,Dairy Products,2.0,60,0.0,120,Ernst Handel,Austria
10382,2013-12-13,2014-01-10,2013-12-16,On-Time,94.77,Speedy Express,74,Longlife Tofu,Produce,8.0,50,0.0,400,Ernst Handel,Austria
10390,2013-12-23,2014-01-20,2013-12-26,On-Time,126.38,Speedy Express,72,Mozzarella di Giovanni,Dairy Products,27.8,24,0.1,600.48,Ernst Handel,Austria
10390,2013-12-23,2014-01-20,2013-12-26,On-Time,126.38,Speedy Express,35,Steeleye Stout,Beverages,14.4,40,0.1,518.4,Ernst Handel,Austria
10390,2013-12-23,2014-01-20,2013-12-26,On-Time,126.38,Speedy Express,46,Spegesild,Seafood,9.6,45,0.0,432,Ernst Handel,Austria
10390,2013-12-23,2014-01-20,2013-12-26,On-Time,126.38,Speedy Express,31,Gorgonzola Telino,Dairy Products,10.0,60,0.1,540,Ernst Handel,Austria
10402,2014-01-02,2014-02-13,2014-01-10,On-Time,67.88,United Package,63,Vegie-spread,Condiments,35.1,65,0.0,2281.5,Ernst Handel,Austria
10402,2014-01-02,2014-02-13,2014-01-10,On-Time,67.88,United Package,23,Tunnbröd,Grains & Cereals,7.2,60,0.0,432,Ernst Handel,Austria
10403,2014-01-03,2014-01-31,2014-01-09,On-Time,73.79,Federal Shipping,16,Pavlova,Confections,13.9,21,0.15,248.12,Ernst Handel,Austria
10403,2014-01-03,2014-01-31,2014-01-09,On-Time,73.79,Federal Shipping,48,Chocolade,Confections,10.2,70,0.15,606.9,Ernst Handel,Austria
10430,2014-01-30,2014-02-13,2014-02-03,On-Time,458.78,Speedy Express,59,Raclette Courdavault,Dairy Products,44.0,70,0.2,2464,Ernst Handel,Austria
10430,2014-01-30,2014-02-13,2014-02-03,On-Time,458.78,Speedy Express,21,Sir Rodney's Scones,Confections,8.0,50,0.0,400,Ernst Handel,Austria
10430,2014-01-30,2014-02-13,2014-02-03,On-Time,458.78,Speedy Express,17,Alice Mutton,Meat & Poultry,31.2,45,0.2,1123.2,Ernst Handel,Austria
10430,2014-01-30,2014-02-13,2014-02-03,On-Time,458.78,Speedy Express,56,Gnocchi di nonna Alice,Grains & Cereals,30.4,30,0.0,912,Ernst Handel,Austria
10442,2014-02-11,2014-03-11,2014-02-18,On-Time,47.94,United Package,54,Tourtière,Meat & Poultry,5.9,80,0.0,472,Ernst Handel,Austria
10442,2014-02-11,2014-03-11,2014-02-18,On-Time,47.94,United Package,66,Louisiana Hot Spiced Okra,Condiments,13.6,60,0.0,816,Ernst Handel,Austria
10442,2014-02-11,2014-03-11,2014-02-18,On-Time,47.94,United Package,11,Queso Cabrales,Dairy Products,16.8,30,0.0,504,Ernst Handel,Austria
10514,2014-04-22,2014-05-20,2014-05-16,On-Time,789.95,United Package,20,Sir Rodney's Marmalade,Confections,81.0,39,0.0,3159,Ernst Handel,Austria
10514,2014-04-22,2014-05-20,2014-05-16,On-Time,789.95,United Package,28,Rössle Sauerkraut,Produce,45.6,35,0.0,1596,Ernst Handel,Austria
10514,2014-04-22,2014-05-20,2014-05-16,On-Time,789.95,United Package,56,Gnocchi di nonna Alice,Grains & Cereals,38.0,70,0.0,2660,Ernst Handel,Austria
10514,2014-04-22,2014-05-20,2014-05-16,On-Time,789.95,United Package,65,Louisiana Fiery Hot Pepper Sauce,Condiments,21.05,39,0.0,820.95,Ernst Handel,Austria
10514,2014-04-22,2014-05-20,2014-05-16,On-Time,789.95,United Package,75,Rhönbräu Klosterbier,Beverages,7.75,50,0.0,387.5,Ernst Handel,Austria
10571,2014-06-17,2014-07-29,2014-07-04,On-Time,26.06,Federal Shipping,14,Tofu,Produce,23.25,11,0.15,217.39,Ernst Handel,Austria
10571,2014-06-17,2014-07-29,2014-07-04,On-Time,26.06,Federal Shipping,42,Singaporean Hokkien Fried Mee,Grains & Cereals,14.0,28,0.15,333.2,Ernst Handel,Austria
10595,2014-07-10,2014-08-07,2014-07-14,On-Time,96.78,Speedy Express,61,Sirop d'érable,Condiments,28.5,120,0.25,2565,Ernst Handel,Austria
10595,2014-07-10,2014-08-07,2014-07-14,On-Time,96.78,Speedy Express,69,Gudbrandsdalsost,Dairy Products,36.0,65,0.25,1755,Ernst Handel,Austria
10595,2014-07-10,2014-08-07,2014-07-14,On-Time,96.78,Speedy Express,35,Steeleye Stout,Beverages,18.0,30,0.25,405,Ernst Handel,Austria
10633,2014-08-15,2014-09-12,2014-08-18,On-Time,477.9,Federal Shipping,26,Gumbär Gummibärchen,Confections,31.23,35,0.15,929.09,Ernst Handel,Austria
10633,2014-08-15,2014-09-12,2014-08-18,On-Time,477.9,Federal Shipping,12,Queso Manchego La Pastora,Dairy Products,38.0,36,0.15,1162.8,Ernst Handel,Austria
10633,2014-08-15,2014-09-12,2014-08-18,On-Time,477.9,Federal Shipping,13,Konbu,Seafood,6.0,13,0.15,66.3,Ernst Handel,Austria
10633,2014-08-15,2014-09-12,2014-08-18,On-Time,477.9,Federal Shipping,62,Tarte au sucre,Confections,49.3,80,0.15,3352.4,Ernst Handel,Austria
10667,2014-09-12,2014-10-10,2014-09-19,On-Time,78.09,Speedy Express,71,Flotemysost,Dairy Products,21.5,14,0.2,240.8,Ernst Handel,Austria
10667,2014-09-12,2014-10-10,2014-09-19,On-Time,78.09,Speedy Express,69,Gudbrandsdalsost,Dairy Products,36.0,45,0.2,1296,Ernst Handel,Austria
10698,2014-10-09,2014-11-06,2014-10-17,On-Time,272.47,Speedy Express,11,Queso Cabrales,Dairy Products,21.0,15,0.0,315,Ernst Handel,Austria
10698,2014-10-09,2014-11-06,2014-10-17,On-Time,272.47,Speedy Express,65,Louisiana Fiery Hot Pepper Sauce,Condiments,21.05,65,0.05,1299.84,Ernst Handel,Austria
10698,2014-10-09,2014-11-06,2014-10-17,On-Time,272.47,Speedy Express,29,Thüringer Rostbratwurst,Meat & Poultry,123.79,12,0.05,1411.21,Ernst Handel,Austria
10698,2014-10-09,2014-11-06,2014-10-17,On-Time,272.47,Speedy Express,70,Outback Lager,Beverages,15.0,8,0.05,114,Ernst Handel,Austria
10698,2014-10-09,2014-11-06,2014-10-17,On-Time,272.47,Speedy Express,17,Alice Mutton,Meat & Poultry,39.0,8,0.05,296.4,Ernst Handel,Austria
10764,2014-12-03,2014-12-31,2014-12-08,On-Time,145.45,Federal Shipping,3,Aniseed Syrup,Condiments,10.0,20,0.1,180,Ernst Handel,Austria
10764,2014-12-03,2014-12-31,2014-12-08,On-Time,145.45,Federal Shipping,39,Chartreuse verte,Beverages,18.0,130,0.1,2106,Ernst Handel,Austria
10771,2014-12-10,2015-01-07,2015-01-02,On-Time,11.19,United Package,71,Flotemysost,Dairy Products,21.5,16,0.0,344,Ernst Handel,Austria
10773,2014-12-11,2015-01-08,2014-12-16,On-Time,96.43,Federal Shipping,75,Rhönbräu Klosterbier,Beverages,7.75,7,0.2,43.4,Ernst Handel,Austria
10773,2014-12-11,2015-01-08,2014-12-16,On-Time,96.43,Federal Shipping,31,Gorgonzola Telino,Dairy Products,12.5,70,0.2,700,Ernst Handel,Austria
10773,2014-12-11,2015-01-08,2014-12-16,On-Time,96.43,Federal Shipping,17,Alice Mutton,Meat & Poultry,39.0,33,0.0,1287,Ernst Handel,Austria
10776,2014-12-15,2015-01-12,2014-12-18,On-Time,351.53,Federal Shipping,45,Rogede sild,Seafood,9.5,27,0.05,243.68,Ernst Handel,Austria
10776,2014-12-15,2015-01-12,2014-12-18,On-Time,351.53,Federal Shipping,51,Manjimup Dried Apples,Produce,53.0,120,0.05,6042,Ernst Handel,Austria
10776,2014-12-15,2015-01-12,2014-12-18,On-Time,351.53,Federal Shipping,42,Singaporean Hokkien Fried Mee,Grains & Cereals,14.0,12,0.05,159.6,Ernst Handel,Austria
10776,2014-12-15,2015-01-12,2014-12-18,On-Time,351.53,Federal Shipping,31,Gorgonzola Telino,Dairy Products,12.5,16,0.05,190,Ernst Handel,Austria
10795,2014-12-24,2015-01-21,2015-01-20,On-Time,126.66,United Package,16,Pavlova,Confections,17.45,65,0.0,1134.25,Ernst Handel,Austria
10795,2014-12-24,2015-01-21,2015-01-20,On-Time,126.66,United Package,17,Alice Mutton,Meat & Poultry,39.0,35,0.25,1023.75,Ernst Handel,Austria
10836,2015-01-16,2015-02-13,2015-01-21,On-Time,411.88,Speedy Express,64,Wimmers gute Semmelknödel,Grains & Cereals,33.25,30,0.0,997.5,Ernst Handel,Austria
10836,2015-01-16,2015-02-13,2015-01-21,On-Time,411.88,Speedy Express,35,Steeleye Stout,Beverages,18.0,6,0.0,108,Ernst Handel,Austria
10836,2015-01-16,2015-02-13,2015-01-21,On-Time,411.88,Speedy Express,22,Gustaf's Knackebröd,Grains & Cereals,21.0,52,0.0,1092,Ernst Handel,Austria
10836,2015-01-16,2015-02-13,2015-01-21,On-Time,411.88,Speedy Express,60,Camembert Pierrot,Dairy Products,34.0,60,0.0,2040,Ernst Handel,Austria
10836,2015-01-16,2015-02-13,2015-01-21,On-Time,411.88,Speedy Express,57,Ravioli Angelo,Grains & Cereals,19.5,24,0.0,468,Ernst Handel,Austria
10854,2015-01-27,2015-02-24,2015-02-05,On-Time,100.22,United Package,10,Ikura,Seafood,31.0,100,0.15,2635,Ernst Handel,Austria
10854,2015-01-27,2015-02-24,2015-02-05,On-Time,100.22,United Package,13,Konbu,Seafood,6.0,65,0.15,331.5,Ernst Handel,Austria
10895,2015-02-18,2015-03-18,2015-02-23,On-Time,162.75,Speedy Express,40,Boston Crab Meat,Seafood,18.4,91,0.0,1674.4,Ernst Handel,Austria
10895,2015-02-18,2015-03-18,2015-02-23,On-Time,162.75,Speedy Express,24,Guarana Fantastica,Beverages,4.5,110,0.0,495,Ernst Handel,Austria
10895,2015-02-18,2015-03-18,2015-02-23,On-Time,162.75,Speedy Express,60,Camembert Pierrot,Dairy Products,34.0,100,0.0,3400,Ernst Handel,Austria
10895,2015-02-18,2015-03-18,2015-02-23,On-Time,162.75,Speedy Express,39,Chartreuse verte,Beverages,18.0,45,0.0,810,Ernst Handel,Austria
10968,2015-03-23,2015-04-20,2015-04-01,On-Time,74.6,Federal Shipping,12,Queso Manchego La Pastora,Dairy Products,38.0,30,0.0,1140,Ernst Handel,Austria
10968,2015-03-23,2015-04-20,2015-04-01,On-Time,74.6,Federal Shipping,64,Wimmers gute Semmelknödel,Grains & Cereals,33.25,4,0.0,133,Ernst Handel,Austria
10968,2015-03-23,2015-04-20,2015-04-01,On-Time,74.6,Federal Shipping,24,Guarana Fantastica,Beverages,4.5,30,0.0,135,Ernst Handel,Austria
10979,2015-03-26,2015-04-23,2015-03-31,On-Time,353.07,United Package,27,Schoggi Schokolade,Confections,43.9,30,0.0,1317,Ernst Handel,Austria
10979,2015-03-26,2015-04-23,2015-03-31,On-Time,353.07,United Package,63,Vegie-spread,Condiments,43.9,35,0.0,1536.5,Ernst Handel,Austria
10979,2015-03-26,2015-04-23,2015-03-31,On-Time,353.07,United Package,7,Uncle Bob's Organic Dried Pears,Produce,30.0,18,0.0,540,Ernst Handel,Austria
10979,2015-03-26,2015-04-23,2015-03-31,On-Time,353.07,United Package,31,Gorgonzola Telino,Dairy Products,12.5,24,0.0,300,Ernst Handel,Austria
10979,2015-03-26,2015-04-23,2015-03-31,On-Time,353.07,United Package,12,Queso Manchego La Pastora,Dairy Products,38.0,20,0.0,760,Ernst Handel,Austria
10979,2015-03-26,2015-04-23,2015-03-31,On-Time,353.07,United Package,24,Guarana Fantastica,Beverages,4.5,80,0.0,360,Ernst Handel,Austria
10990,2015-04-01,2015-05-13,2015-04-07,On-Time,117.61,Federal Shipping,21,Sir Rodney's Scones,Confections,10.0,65,0.0,650,Ernst Handel,Austria
10990,2015-04-01,2015-05-13,2015-04-07,On-Time,117.61,Federal Shipping,55,Pâté chinois,Meat & Poultry,24.0,65,0.15,1326,Ernst Handel,Austria
10990,2015-04-01,2015-05-13,2015-04-07,On-Time,117.61,Federal Shipping,61,Sirop d'érable,Condiments,28.5,66,0.15,1598.85,Ernst Handel,Austria
10990,2015-04-01,2015-05-13,2015-04-07,On-Time,117.61,Federal Shipping,34,Sasquatch Ale,Beverages,14.0,60,0.15,714,Ernst Handel,Austria
11008,2015-04-08,2015-05-06,,Unshipped,79.46,Federal Shipping,71,Flotemysost,Dairy Products,21.5,21,0.0,451.5,Ernst Handel,Austria
11008,2015-04-08,2015-05-06,,Unshipped,79.46,Federal Shipping,34,Sasquatch Ale,Beverages,14.0,90,0.05,1197,Ernst Handel,Austria
11008,2015-04-08,2015-05-06,,Unshipped,79.46,Federal Shipping,28,Rössle Sauerkraut,Produce,45.6,70,0.05,3032.4,Ernst Handel,Austria
11017,2015-04-13,2015-05-11,2015-04-20,On-Time,754.26,United Package,59,Raclette Courdavault,Dairy Products,55.0,110,0.0,6050,Ernst Handel,Austria
11017,2015-04-13,2015-05-11,2015-04-20,On-Time,754.26,United Package,3,Aniseed Syrup,Condiments,10.0,25,0.0,250,Ernst Handel,Austria
11017,2015-04-13,2015-05-11,2015-04-20,On-Time,754.26,United Package,70,Outback Lager,Beverages,15.0,30,0.0,450,Ernst Handel,Austria
11072,2015-05-05,2015-06-02,,Unshipped,258.64,United Package,41,Jack's New England Clam Chowder,Seafood,9.65,40,0.0,386,Ernst Handel,Austria
